Architecture,Science Benefit,Cost
010110000100100000001110010010101010011000001001001000110000,0.297855858686067,10327.46580227771
111111001110010000110111010101101000110101111110110111111011,0.49284248787477947,19267.119901910846
000010000000000100111100111101001001000100100000001000100000,0.23914464285714282,9588.801627337261
010111011110101100111101110100111010111111000110111111111111,0.48416193231922394,21622.49761167752
000010000100000010000000000010010000000000000000000000010010,0.17655327509093915,2986.1257607139023
000100000000000100000000100000000000000000001100001000000100,0.14868397817460316,4346.778208926608
101110111011111011111100110001110010100000000111110101010111,0.43428580798059957,17999.03016986223
110010000000000100000000010010000010000000000000000000000000,0.07383159171075837,4419.8136230925375
000000000011001000100010101001000011010100001000000000000110,0.2578060267857143,7160.7562657665585
000000000000000000000000000000000110001000000000000000000000,0.0022916666666666667,1382.8442206643522
001101101010110010010100101010000001001000011010011100101001,0.4190219769620811,14723.605904889184
000000011000010010010110100000010100000000000110100000000011,0.2468128444664903,5622.728414015362
000000000110110010000010110011111111000110000010010000000000,0.27395173188106253,9933.656515756069
111011011011110111110001101111111111101111111111010111111110,0.46529399250440906,26493.50144001714
000000010000000000000000010000000000010000000100000000000000,0.01085648148148148,1169.8847172660492
000000000001100000000000000000000100000000001000000001000000,0.13082307098765433,2732.144357942118
001000010000010000000000000000100100000100000001100010010000,0.1787763172398589,4814.647951483019
001100000000000000010000001110000001100111101011001100010100,0.32400386904761896,12101.834451599596
000100010100110000100010110000010000110000001110010101101001,0.37138304673721334,8546.574467980681
010111001000001010001111100111101000101010000111101001000000,0.35001442487874773,16741.340411388916
100000000111000100000000000001010100001100000100000100001100,0.31188832396384475,7311.651708983935
010111001100101001111110000110110001010000100011101101100000,0.3841480227623456,16330.403430595721
011011100010011000111000111111001010111011111001111101110011,0.3487295249118165,21653.294985547724
000000100010010000000000000000000000100000000000000000000000,0.056727372685185184,1128.3261676727711
010000001110000010101011101111100010110110110100000000100000,0.28090806878306873,13510.781566130427
000000000010000000000000000000000000000000000101000000000000,0.05820295138888888,1168.0905813423585
100100110000000000001001000001010001010000000010001100011010,0.33276927772266307,7613.787632690642
