Architecture,Science Benefit,Cost
111111001000111001010000101010101111110000000010101010011110,0.41468123208774244,16813.6459706872
111101111111011111111111111111111111111111111101010111111111,0.5287662147266313,30448.645561797544
001000000010001010001000010101000101010001100001000001000000,0.17422176339285717,9452.20127688556
000000100000000010000010100100010000100010000001110000000110,0.2849292355599647,5456.725831051401
011001101111001011111101001111101011100111101000111101100101,0.38943470430996463,23917.996122158267
111111101110001111101111111110111111111101011111111110111111,0.5157338073192239,28372.580582715207
011111000100110111010101011101101110000001110011011100110000,0.3919806327160493,18564.34085655902
100100110101110111011001010001100011001110011000001100011100,0.4568349647266313,15926.37729875174
100101100111001101011011110111010101011111000111101110111111,0.5114745480599646,21840.166588935805
111000110000000000011000101101001101100010100010000001011100,0.37076809964726626,11561.339927041661
100010110001000011011001000011001000001001111110011110100011,0.30865221423059963,15815.277037715357
110110001010001010011100110000010011011010101011100111111001,0.4405891892636684,16218.545212833516
111000100011011000101011101111111100010111010111111111100010,0.3190731591710758,20800.602063875227
111111111111111100111011111111111110111101111011011111110001,0.44491482583774244,27885.99606611015
110110110010100011111100010001100011110011100110010101110101,0.39734951912477945,16645.196853830486
111001111110001111111110010110010000010101111100000111110101,0.43129862213403874,19794.498330278417
111011111101100101111111110011010111001101111101111100001110,0.4826799052028218,21663.59602538493
111111111110111110111011110101101011111111011111111110110101,0.449382418430335,26296.04398570174
001100011100100010010100110011111010000000111110110000001100,0.334223506393298,12139.776335683377
110011110000001111000100010101010110110110110000110101101001,0.40867145199514987,16685.383911334146
111010011001011110100100111111111111111111011101100110001111,0.42911039875440904,23389.273729594763
010011000100010010010000001001001111110001101111000101011111,0.39358683862433863,14071.768990142202
110001011110111001111001001011011001000011011000100010001101,0.4009167024911816,16198.64154890373
111111011101101101111001110111011111011011111110110001111101,0.46147041446208115,23745.124410932833
100000000000000000000000001000100010010000000000000010000001,0.10911141424162257,3324.169342264659
001000000101000001000000100100000000010100001000100000000001,0.20958348765432097,6150.122613603053
001101111100011111101100110110100110011011101010111001001010,0.4154732459766314,21129.23918618913
110101101111000000001001000101110000110001010101000001110001,0.3808433683311287,12441.53599537168
000000001000000000000000000000000000100100000000000000001000,0.07321469907407407,2378.8677451702492
010000110110001010011011010110010111101110011101100111101001,0.4228632922729276,17114.05401393203
111111011111111111111111111111111011111111111111111111111111,0.5183495480599647,31878.68666123101
101011111001111111111111101110111101100010101111110000111110,0.4660810295414462,23350.24193429581
111111111110011111111111111111011111011110111101111111111111,0.5226088073192239,30068.150033238795
000010000000001000010000001000000101100100010010110010000011,0.16178263465884038,6897.715269903128
101110010111111011110101110110011111010010111111110101101011,0.4317870480599647,21180.556623933207
000000010000000100001000000000100000010000000000001000000000,0.051111309523809524,2870.993727249548
111110110011101101011111101111011111110101111111011111111111,0.4975162147266313,25784.79540543488
010000101100010000001110100000000000100000110000100001010100,0.27701151482583775,5889.196336070011
110110000001101010010010011100010111011001101110110110000010,0.315697869819224,15524.667739369757
111011111111111111110111111001111111111101111100111011111111,0.48258276565255726,27719.515594238466
111010000010101011110100110000010001011001000011110101011101,0.3897331211419752,15145.77199385266
101001010011001110101011111000101000101000001010110010001100,0.40339897348985887,15701.577090019287
011000000110001110101010011001010000010001111100110011110111,0.40358635361552025,15709.03036079162
011100010010101110000111011011111001101101011001111000001110,0.41667238205467366,18587.22009474484
100011110111001101010000000101011101111000100101110100110011,0.3840666983575838,15639.668166005962
110010111101100011111111111101111111111101111011111110111010,0.4768970017636684,23821.453491560504
001100011001000100100010111010000100001001100011110100000101,0.33902403756062605,13069.254863037087
110110101000101011010100011001110111110001100011001001010101,0.35419495149911817,17002.948774596392
101111011100110110011111111111011111111111111111101111110010,0.4772435295414461,25739.873840996923
000111001011101110100100011000110111110001101101110011111001,0.45581364362874777,18849.940979842177
010100000001000000000001000010010000001000000001010001000000,0.17856974206349208,4956.874841478186
111000000001010111001000000000100000111011110101011000111010,0.3412241719025573,13629.043590086127
001001110010110001011011001010100110101010010001110110101011,0.3908465388007054,16531.775680018687
100000000000000000000000010100000000000000000000000000000000,0.014459876543209873,1430.0931548399183
110101110111011011111011011111101011111111110101101101101100,0.48720935708774243,25832.390633280615
111111100010001000001100101001110101100101111100000000110001,0.3530472704475308,15272.049960778986
010100001001001010000100100001101011110001010000000110010000,0.3531397486772486,11243.644570346649
100111000010010110100110001011000101011100010100100011111110,0.46038739528218686,16687.788633603937
000000000000100000001000000000000000000000000000000100000000,0.04566272045855378,1761.4944678461286
000101001001111011110001010011000000001011000000111100011110,0.46650484319885355,16216.231169276105
011110001111011010001010011011110100111100000110001011000110,0.36187076719576716,18663.071397275875
110001011111111010000011110001001011000001101001100110111011,0.4602390156525572,16027.330707841504
