Architecture,Science Benefit,Cost
000010000100110100101100100000000000011000000110101101000010,0.2835961957120811,9561.046605017835
000011100000000000000000000100000010000000000000000000001101,0.2722945891203703,5151.311827034007
110100000001000000000010000100010000000100000000000100000000,0.16052568893298058,4799.579011281443
000010000000100010000100000000000000000010001110100000000100,0.15480225418871252,4924.287638927948
001001000000000000010001011011000010100000000000010000100001,0.20092298280423276,7372.255705625947
000101000011010000000010000000000000010000100010001001110000,0.24572986239252645,6319.267355148338
000000000100000100001000000011000100010000101100000010100000,0.20463022486772486,6631.007719414007
110010000010010010000000010010001100000010001001000001011000,0.2623816330467372,9235.342417795931
000000000000010000100100011100010010100000110101000000100000,0.1870047123015873,6264.172842971322
011010000100000010000000101000000010010010110100100100000000,0.20074919532627863,8580.662898362101
010001000001000000001000000000000000100010010000000000000000,0.18166269841269841,3977.6035920000772
000000000011101000001010100000100010000001000001100000000001,0.19815275573192237,5595.310691569399
001000001100000001000000000001011011000000000000110001000000,0.2566888668430335,6901.061052420155
000100000110010000010000000000000000001000000101000001001000,0.3032649884259259,5158.28965976236
100110010000000100100000000000101100100100010100000000000101,0.2552243000440917,7607.57492228675
000000010010001110100000001110101001000010001001000100001000,0.2026553158068783,11690.680641725861
001001000100100000000000011101000100010000000000000000001100,0.24557136381172837,7096.990287715813
100010000000001001000000010000100110100000100000101011000000,0.14044002425044091,8659.311028334167
000010100011001000000010010000000000100000000000000000101010,0.1929253802910053,5412.484575397358
000001100101000000001010000000000100000000010000110110000010,0.3496797398589065,6413.860140406993
001101000000000100001101100101100000000101010000010000101000,0.3740784391534391,10544.495338321938
101000000100100010000000000000000010000000000001000100010001,0.24841198192239858,5267.850129716138
000100010000001000000001000001001110000000010001000000010101,0.2625151124338624,5359.994847284367
001100000000111111010010000000010000000100000100000101001000,0.2524954805996472,10101.61360671806
000000000000000000000000000100000001001010001110100011000000,0.15390838844797178,6511.3002381161
000000000000000000100000000010000001000010001010010010101110,0.27380401785714287,5635.686047557094
000000110010010000000000000100100010010000000000000100000000,0.0919209904100529,3825.465571110337
000010000000110000100010001100000000000001000001001001000100,0.2451061452821869,8187.193601213633
010000100000100100000000010000000000001000111000000000100000,0.08100058421516754,4689.971926539556
100000001001000001010010000000010000000001000001000001010000,0.20697844673170193,5437.838740652649
010000100000001000010000000100000000100010000000000000110101,0.2473172123015873,5116.3699843202985
001100100000000010000110000000000010000000000000101000000000,0.18983291446208111,5328.824224578449
010100001000100100010000101000110000100000000000000000000000,0.12571062610229275,4485.133697723386
000011110110000000001010000000000010000100000000000010010001,0.2933050595238095,7033.706999448199
100000100100001000001010000100000100000000001000000000001001,0.3019094521604938,6265.5865104714585
010000000000000010000010000001000000001110000000000000100000,0.12565233134920634,5119.34959269119
010101000000000100000010000010000000010010000000000101010000,0.2251187996031746,6717.952981714596
000010100100100100110110010100110001011110000000000000100000,0.28175472332451496,10251.872445881054
000000010000000110000001000000010000001001000000010010000010,0.21266273276289682,6203.788428351305
000001000000010000011100000001011000001001000100000010000001,0.27319186507936505,7752.372632241279
100101111000000000000010000000001000000001000000000001000000,0.2057505917934303,6046.75941592713
000000000000000010010000101100010111000100000000000000000110,0.18643616199570107,5566.970707740903
000000000001000000100101001000100000001000000000010000010000,0.22636853505291005,3876.2080166307323
000010000000110000100001100110001000000010000000000011010000,0.2219189594356261,7621.90163135862
000000110100000000000100000110000000010110000000000000000000,0.1888869378306878,5328.82268680727
000100000000000000111010001010000000000010101100000000010111,0.3124648644179894,8212.294802624101
100001010010000100010000011010001000000000000000000010000100,0.24576746307319222,7022.390429519966
000000100000000000000000101100000001000010011001000000000010,0.12654862892691798,5400.053760957528
000000100001000100000010000000111000000100000000011000011110,0.33505228174603174,6532.3559042129655
011000110100000001010000010100000000000000000000000000000000,0.19118154761904763,4897.269866151333
010000011000010000000011000000001000000000010010000000100011,0.17604933035714287,4123.755040987546
000010000000101000000100000000000001000001000000000000100100,0.24518704805996466,4827.950428393165
000000000010100001010001000000000000000001100000010110010000,0.25487235725308643,5767.720984248701
000001000000000000000100010000100000110100000010001110010100,0.24741560846560845,6648.1211862666205
000010100010000000000110000111000000000000000010000100000101,0.2726501004877645,6292.388793088081
000010001100010000000101110001000000010001000000000010101010,0.3418999379960317,8171.813783381046
100000000000001100000001010001010000010010000100000000000110,0.2560085881420855,6398.521784889675
000001000000000000000000000000000011000010100010001000000000,0.1510523478835979,3247.12231616415
000010100010000000000000101011001000100100100000000001000000,0.11826305390211639,7576.168285716753
000011000011000000100010000100100100000000000110000000101000,0.2110426297949735,6977.598028994726
000000001000000100100001001000000000101000000000000000100000,0.09940335648148146,4471.348314978365
011000110000000000100000100000000010000000000000001000000000,0.0713527447089947,2745.4806044970546
000000000010010001010000010000000000010010000010100000000100,0.19504435901675485,4284.097970212021
000010100000100000000000100000000000010010000101000000000000,0.12587818011463844,3501.044476084288
000000010100000100000001000000000000000000001011100001000010,0.2606956913166887,4650.917269484996
011000000010001000101001000010000010010000101000001000000000,0.12557088707010583,7629.176679433688
100000000001100000100000000000100100010111000100000000101010,0.23283417107583773,6499.380347183158
000000101000100001011100000000001100001000111010001000000000,0.2175874572861552,7514.938500279152
000000100000000110001000000100010101000000000001000000000000,0.10942256944444445,4829.077079461877
100001010000000000000110100000100000010000100000010100110000,0.2674250936948853,4978.856726797555
000110001100000000110100010000010100000001000000100000000001,0.2684962852733686,6174.25587844707
000000100000000000000100000100010110000001011001100010001001,0.29964315613977066,6711.4034613432705
110000001001000000000000011000111000000110100000000000001000,0.22442284501763665,7411.626459954454
100000111000000000000000000000000000000100000000000100000000,0.09546102292768958,3310.899975363608
000000001010000000000001010000000100110010000001110000000100,0.21655145778218693,5166.1572630360215
000010000100000000000000000001000000000010000000000000000010,0.1885414695353836,3151.0318633152265
100000100000000000000100100000010100010000000100010000001001,0.2761465346671076,4040.5070708684752
001100000001010001001000010011010000010000110100000000001000,0.2661135582010582,8721.037863387623
000000000100011100000001000001101011000000000010000011010000,0.2841675595238095,8299.07118306348
000000001000000100000111110100011000001000101000100000000100,0.22990210744598766,7622.208911190144
000000000000100000100000000011000000000011000001000100010000,0.2304891644620811,5664.585168337577
000100001000000110000101100000000000000000000000000100000011,0.23813157655423278,5608.503060388298
110000100000000010001010000000001000000100101000100000110000,0.12590141644620811,5743.203857154842
010010000111000000000001001100100000001000100000001010000000,0.21980620866402115,8637.600782359474
000000000001010100010000000101010000000000100000000001000010,0.2023263240327381,5021.751287658197
010010000011010001000010010000100000111000100000000100000000,0.18749795101686506,7664.913107495985
001000001001001011110101100010000100010000000000000000000011,0.2438313616071428,9365.82727982304
000000010010000100000000000010100000000010000000011010010001,0.17522467757936505,5610.2864974101685
001000001100000000000000000000000000010000100001000000000110,0.2296345362103174,3441.711900987587
010000000000000000100001000000000000000000000100000001101000,0.20229432457010582,3368.794955148532
000000000000001100000000001000000010100100000000100000000000,0.028235802469135797,4116.834604322048
000000100000011000110000100000111000000000000100000100000001,0.1488399966931217,5151.167822491347
010010100000001001000000001001000010000001000000001010001010,0.21621385582010583,10088.652689111643
000000000000000111000110000001001011001010010100100010010100,0.3054748622134038,9646.431147231817
000000000001000001000000110001001001000000000100000000100001,0.1415638888888889,5038.47143916062
010000010000001001000000100101000000000000001100000100000010,0.1544955700644841,6290.309519610229
010100011000001000000000100000000000000000001000001101000001,0.21040343915343912,6350.161374527307
000000000100000010000001000110000000000101000001000000001000,0.25553136160714285,5838.177926041807
000100000000000110000001101010010100000010000000000000000100,0.21829429563492062,7089.828554572994
000000000010110000110000110000100000000000001000011001000010,0.17481788883377425,5034.839125222759
000000000010001000000100110100100000001100000000011000010000,0.17123221726190474,6718.825952504836
100101000000000000000100010001000000101000000000000001000000,0.2216679783950617,5521.596757768541
000010111001000100000100001000000010010010100010000000000100,0.2548076554232804,7357.324799599277
010000000000000000000000000000001000010100000000000100010000,0.07786074735449734,2933.1863350345384
000000100000000000001000000100000000010000001000100000100000,0.06586072530864197,3420.9813019779604
000000100000001000000000000000100000000100000000000000000000,0.034051157407407405,2336.7648778576486
000100000000000010000001100000000000100010000000000101100100,0.27204530423280415,5720.052537041489
000000000010100001000010010100000000000001001010000001001000,0.18367085951278658,5960.443729426673
100011010010001000011000100100001011000100010101000100000000,0.2099394992835097,9420.034885971623
001100000001100000000000110010000000000010000010000000000000,0.12092574955908289,5125.130786428239
001000010000000000000100101010000100000100000010010000100100,0.16996893187830686,6259.071995801299
000000001000001000000000010000000000000000000001000001100000,0.1337347222222222,3580.185783012028
010000100100000000000001001010001101000000000000100000001100,0.2915652130180776,6366.676875732122
101110001000010100000010000110000011110000000100000001100000,0.24269797935956788,10543.72744787988
000000110000000010000101000000011000100000000000100001110110,0.3007983919339726,5773.490919524425
000100100000000000000011000000100010101010001000000000000000,0.1266931216931217,5444.448310678066
000001100000000110000000100000001000010000100001010000001001,0.25307726107804235,6655.529096914532
000010000000000010001000010101100011000000100000100101110001,0.23805338403880066,8968.631958916754
000100000000000000100000000000000000000010000010000001001001,0.2099147610780423,3932.425695620909
000001100000000000011010000001010001000000000001000010000010,0.24563541666666666,5420.991222319596
100101000000001100100000100100000000001000000001000000100001,0.19967961860670194,7263.239395317485
100001000000000011110000100000000000000100000010011000000000,0.1575972111992945,6181.121771473441
100000001110000100000000000000001011000110000010000000000000,0.2147257412918871,5728.1083070853965
000100100000000000000000010001000011000000000100000000000000,0.14944722222222223,4057.513439276782
100000000000000110100000000000000100001010000001000010001000,0.1913739266424162,7147.02794705402
010000000000010000001010001010000001000000000010000010000001,0.12028531746031745,5933.296824185112
000100000001000011000000100000010000100001100010100001000100,0.25795637125220455,7355.473447797958
010100000001000001000000000000000010100010000100001110001100,0.3327183655753968,7938.689449906999
000010010100100000000010000000100001010100001000000000000011,0.2543006255511464,4636.663195619205
001001010010000010000010000000010000000010010010010011010010,0.23832163525132274,6600.23724480824
001010100000000101000000000000001000001000000000000000110100,0.21047364417989417,6960.7567532359935
010011001000000100010001000000100001100000000000000000100000,0.1923528108465608,5616.830389240356
000000001100000000100100000000000000000000001100001001000001,0.21957476851851848,5357.114883350152
100000011000111000000000001010000000000000110000001000000100,0.18424632385361553,7362.65297819415
000000000000001010100000000110000010000000000000000000010000,0.0615594246031746,5247.243614401403
000000110100100100001000001101000000100000010110100000100100,0.2373736221340388,7815.512498091521
000000001010000000011000110010000010010010010010000000110001,0.16160137648809522,6187.872060165753
000000001010101000000001001000100000100000001000000000010000,0.1425135113536155,5106.385093883218
001010000000000010000011000101001111000000100000001000001000,0.20627526455026454,9449.177899189339
010010101000110000000000000100000110000110010001000001000000,0.2136127094356261,7657.78072991406
011000000001001100000110001011000000000000000101000000011100,0.3230397486772486,9510.92555298889
001000000000010000000000010000000000100010001010100001000011,0.18715276803626543,5171.27912972523
100000101001000000110000100000100010010001000000000001100001,0.20070976631393295,6600.507642231033
000000010110000000000000110010000000001111000000000100000001,0.2611921213624338,7319.534775044479
000100100000000000000100011011000010000000001100000000001001,0.28794019097222223,7718.310475251493
000010010010011000000000000001001010000000010100011001100001,0.17752879464285712,7257.816178430539
000000011000000000000000000100000011000010110100000000100100,0.20602395833333334,5489.512344335331
000000000000100111000110000100000001000000010000100010000000,0.24056359678130512,6451.404606663526
000000000000000000110010000110000000100000100000001000011010,0.1505231316137566,5012.254558033274
110010000000000000001010000000000100010000100110000001100000,0.14098537808641975,6274.652897858101
001000000100010100000101000001000000010000011100000000011100,0.31573602430555553,6704.0438262905955
000000110000000011000000001010010000110000111000000000001000,0.15691175181878306,7287.022171147798
010000000000000000010101100011000001000000010000101000001000,0.2988723117835097,6203.862421054433
000000000011110011000100110000000001001000100100000001010001,0.28252315090388,8227.375879510892
010110000100000101000001000010010001010010000000000000000100,0.2749495039682539,8098.471451976007
001110011110000000100000010010010001000001010011000000001000,0.32777428075396825,9100.735562904167
000100100000000000000100010100000000101000001000000000010100,0.20787237103174602,5592.946879326192
000110001000001000000000010011101000010000010000000011111001,0.2725335813492063,10035.879004733833
000000000000000000010000000100000001000000001000000010100010,0.11991413818617723,3194.3626101450445
100000000110100010010000001100110000000000000010000010000000,0.20367225804673722,6060.444383668623
100000001000100000100010000100100000001000000010000000100000,0.06502436824845678,4407.178724430851
000000010001100101000000001000000000000001010001000000000100,0.2529281635802469,5009.2558998207205
001000100000001100000000101100011001001000100001010001000010,0.20499533858300267,8932.150399237587
001000000000100001001110101000000000010000001001000000000000,0.20648175154320988,5296.002156123599
001101000000000010000000000000001000010100000100000100110000,0.1739678902116402,6868.019335569412
000100001000000000011001000010000000001000101000100011000000,0.21719603312389768,7563.278394420897
100000000110100000000001001101100000000000001000110000000010,0.2668880938602292,6597.136580073064
100001000000111000000010001000010110000000101000000000010000,0.17146527226631392,6803.1074747200455
000100010111000000100000010000100010000000000000001100001000,0.3108990162037037,5533.046831587247
000100010000101001001001001001000101001000000000000001000001,0.19355186287477955,9158.733894750469
000001100110001000000010010000011000010000000010010011000010,0.25716918816137563,6883.195927621027
000010000011011000000100000100001100010001101100000000000000,0.21781497189153437,7906.01339081415
010110100001000000000000000000000100000000000110000000001001,0.1946913483796296,5480.651883814907
000000000000000110000001000000000100000001110000100001000000,0.1635395061728395,5771.545120033294
000001010001000000010000100100001000111111000110000000000000,0.17867939814814812,7881.673239800331
000000001100000010000000000100000110000001000001011000000000,0.21936326058201056,5289.986634073995
000100000000010000000101100000100100000000000000011010000010,0.23952171093749997,6087.010901173495
000000000110000100000000000010100000110000001010011000000001,0.21523405257936506,5941.854841306
011000000010000000000100000001000000010000000000000000000000,0.16035630787037036,3609.4360730846083
000011000000000010010000011000000000001100000000001010010001,0.2035985119047619,7746.77246781015
000000000000001000110000000000000010011100000000101010010100,0.20473028549382713,6262.380695152218
010001000000000000000101001000001100010001001000110001000010,0.2927878429921737,7534.311372742113
000010100110010000010000001000000000000010000100000000010000,0.21016917162698412,4818.940780134231
000000001011010000000111010010000000000010000101011000000101,0.2395862661210317,8311.42966000511
001001000011010001010000001010010000000000100000100000000001,0.21042656801146384,7664.170410212364
100001000001101110100101001001001100100000101000010001000000,0.293435791446208,11987.384335612938
000000000000001001000000001000000000100010001001010001100100,0.23666524470899467,7045.140060715237
101000100111000001000100000000010000010001000000010010000000,0.27513416280864195,7372.958191289814
010011001001000100010001011000100101100000101001111100000111,0.3443475432649912,12944.81088087112
010001000000000001000001000101000001000011000000010010100000,0.21735892857142855,8806.37761965027
100001000100000001101100101001001101000011000000000000000000,0.2852078262786596,9407.561733819448
000001000101000000011000001000000110000000000001110000100010,0.2958082658179012,6229.802955556698
000000000000000100101000001010000011100000101000101001000100,0.2463729276895943,9136.613626568105
000010000000000000001100100010000000000001010000110100100000,0.23913436948853614,6064.620274143121
101001000010000100000000010000001100000000110000010001000100,0.2291123704805996,6765.817048925461
001101001000100000000100010000000000001000001001000000100000,0.26075895061728394,6720.841815310555
100100001110000000000010000000010110000010100110010000000010,0.24996348930776013,5796.752967753525
010000011001000010000001001000000010000010100000001000000000,0.153878373015873,4856.082807212851
000000000000010000010000010000001001000000000100010100001000,0.17205201306216933,3770.85488105157
101000001101010001000010100000000000000110010001100000010110,0.3420668843694885,7928.1142066624825
000010000000000000000110000000000000000000100000001000000001,0.18116157407407407,2710.271211011148
000001000100000010100000100000000100100000000101001000000010,0.22498303699570105,4983.918654268778
000000000000101000010001000000000010000100100000000010010000,0.15402750771604937,4455.299429999019
100000010010100000010100010010000100000000000001101000001000,0.2577733823853615,5394.986513917391
001101000000010000000000111100001000000000000011000000000000,0.17508125,6555.141084105405
000000010010001001100000000101101001010110000010100100010000,0.23153647762345675,9740.959867013531
000000001000000000010010000000100000000010001000001000100001,0.11971742931547619,4188.415842186082
000010000000000000000011010000000000000000001110000000011000,0.13943771494708992,3268.65880942066
001000000100000000000000000100000010100001000010100001100001,0.2437269290123456,6466.840278201637
001010000010110000001000100111000001000001100010010000100010,0.2480897431657848,9784.418792317196
000000010001100000010000010001000000001000000000001000000110,0.2584131406112213,4420.64792333976
000011000100000101000001100011000000100000000110000100000000,0.26282483465608464,8429.776575903197
000000000001001000000000001100010000001000000000010000001000,0.14727481398809522,4619.273669424066
000011010000000000010000100000001000001000010001000000000100,0.23207900132275128,4694.839609522169
000000010001011010100000000000010100001010000000000000010010,0.18031299731316136,6437.55746789453
010000000001110010000000001100000001100000000100000000100000,0.1401488205467372,5857.570060988368
000000100000000000000000000110010100001001000000001000000000,0.09816378968253966,5341.5015800946985
000000010000000000000101011010000100110111000100100000001010,0.3078265101410934,8169.400614101999
000000010001000000101110000110000000000000001000000000000000,0.1962058201058201,4759.821708363879
100000100011000100010000000000011000000001100000100000000000,0.18748535328483243,5491.846447960132
000011000001000000000000100001000000000001000010000110000111,0.2929132287946428,7369.111776099438
010000000000100000000111010001100001001010000000010010000000,0.24816128196649026,7784.198127175585
000010001000000001101100000000001000010100010010000101001001,0.31021164021164016,8487.904618930404
010000000000001110100010011101000000000000000100110000000000,0.14269655533509698,8280.689904986979
001100001000000011000010000000010000000000010001001000000000,0.15242240616732805,5970.948603431459
000110001001001100001000001000000010100000010000000000000000,0.13553817377645502,6443.95712362224
000000000000001010001010001000010000000000010011001110010000,0.15763998015873015,6991.11136238106
011010000100000000001100000000000101100000000000001000000001,0.1982997685185185,5769.702942321432
000100011000000010000010010011101000000010000000000001000000,0.15523745246362433,7228.006589832503
010000110010000100000001000010000110110000000010011000000001,0.15180893683862434,6814.951299091855
001000000010110011001010001100000000100000000000100000000010,0.1775536155202822,6922.114047562618
110001100000000010000000100001001010000000000010100101000110,0.26435589854772923,7422.817426509884
101000000111000000000000000000000010000010000010000000000000,0.20375661651234567,3624.26950877975
001010010001011000000000000000100000000010110000000010011000,0.21180189732142857,6645.291636619906
011100001000000000000000011000010000000000001000000000000011,0.13591332258597882,4790.85397447436
000000000100011100011000000110001001001100000000000001001100,0.3260368716931217,9761.131529169863
011000000000000000000000010000011000001100000010000000001000,0.0795052372685185,4517.535440297013
100100010000000010001000000000110000000110000000000001000100,0.238439098324515,6268.676032276961
100000100100000100000100000000000100010000000000001000000010,0.21587339193397265,3978.80874081715
100000110100001100100101100000000100100010001000000000010010,0.31331426494984566,7675.992955134767
110111000010000000010100010101000010000000010000100000000001,0.29014233079805996,7326.461187676761
000101001000010000100000000000000010100100000000100000000010,0.17531845375881833,4471.5112788466295
